Text,Label
"“We want to make sure that racism isn’t a contagion like any virus, that it doesn’t spread with the same speed and ferocity as the coronavirus.” - Manjusha Kulkarni of Asian Pacific Policy and Planning Council   #StopAAPIHate  https://t.co/Wlfn8xomVs",Neutral
This is for France🥰  I got small eyes but I’m not Chinese I’m 100% Indian😂 stop looking me with those JUDGY EYES 😆😆 #IamNotAVirus 🤣🤣🤣🤣,Neutral
"@TehshikYoon #becool2asians As an essential part of this country, Asian Americans are fighting against COVID-19 and also racialism viruses.",Neutral
Don’t scapegoat the fear and uncertainty into hate.  Join our fight @becool2asians #becool2asians #COVID19 #FactsNotFear #CoronavirusOutbreak #CoronavirusPandemic #Covid_19,Neutral
Is this part of the U.S. silent war against China? #IamNotAVirus #JeNeSuisPasUnVirus #NoSoyUnVirus https://t.co/5Ugfy1i6bN,Neutral
I am tweeting to Support #IAmNotAVirus hashtag &amp; respect for Asian Americans &amp; All Americans ❤️ https://t.co/SUDcB50ttc,Neutral
@Gothamist @CNN @CBSNews why isn't there more coverage during this pandemic on Asian-Americans dealing with increasing racism? #RacismIsAVirus #COVID19 #UPS #PandemicCovid19,Neutral
.@AnnalsofIM @ACPinternists Thank you for platform to speak out vs. anti-Asian racism w/ #COVID19. https://t.co/tR4z79BHK4 @TLeungMD @JoshuaLiaoMD @ACPMAChapter @IDSAInfo @AmerMedicalAssn #IAmNotAVirus #IMProud #FactsNotFear ACP #COVID19 resources: https://t.co/qPxwcu3KGL https://t.co/J4rc410IaC,Neutral
ICYMI: Executive Director of @A3PCON @KulkarniManju joined @JohnFugelsang to discuss the hate against Asian-Americans in the wake of COVID-19 and encourages everyone to #washthehate to stop the spread of racism. https://t.co/1opUa3rCJA,Neutral
@ABC I stand with Asians. #Washthehate,Neutral
"Okay, I've noticed more anti-East Asian racism even in the UK since the coronavirus outbreak started getting more coverage. Hell, I've been getting for even a small cough while on public transport I just want to say this.  #IAmNotAVirus. I just happen to be half-Japanese.",Neutral
#COVID19 fears should not be exploited to attack &amp; exclude minorities – @fernanddev says scapegoating minorities is leading to an alarming rise in verbal &amp; physical abuses against Chinese &amp; other #minorities.  Learn more: https://t.co/LXIaUYZcsg  #IAmNotAVirus #FightRacism https://t.co/kUNG9ectJv,Neutral
@rushkoff @jyllandsposten pathogen of prejudice  the global #ethnophobia suffered by Chinese #JeNeSuisPasUnVirus #IamNotAVirus   https://t.co/rtpwvnuRZM #edchat #k12 https://t.co/zBVZ7uY5HI,Neutral
Yang said organizations such as the @NAACP_LDF and the @CAIRNational have issued statements condemning anti-Asian racism in the wake of the #coronavirus pandemic.  https://t.co/eJsV5eztiY @CAAsanfrancisco #StopAAPIHate @RepJudyChu @NAPABA https://t.co/6sB2bv8PXD,Neutral
Live feed of what it’s like to be Asian during the Coronavirus era #coronavirus #IamNotAVirus #SaturdayMorning https://t.co/2WhQ5CPiEd,Neutral
"Asian Americans reported over 650 racists acts last week on website launched by @A3PCON &amp; @CAAsanfrancisco https://t.co/8H4aQqbgRI  Join a townhall on Anti-Asian Racism tomorrow, 3/28 from 6-8pm EST. RSVP here: https://t.co/YIrPfOBxBB   #RacismIsAVirus #coronavirus #COVID19",Neutral
Pls retweet #becool2asians @mmpadellan @Sifill_LDF @RogerLau @jheil @NPRCodeSwitch @msnbc https://t.co/eiJvXZIV3w,Neutral
We’re all Chinese to them 🙄 #COVID19 #coronavirus #RacismIsAVirus #Trumpdemic #Xenophobia https://t.co/roQLm9aYN3,Neutral
#HateIsAVirus: People Are Using Masks to Fight Hate Against Asian Americans  https://t.co/Mloh7dnRwZ,Neutral
Shake it off like a dog this virus is a whispering hate demon cannot create a fly Blue knows dogs are immune #corona #ChinaVirus #WuhanVirus #Hateisavirus https://t.co/8yFTarIRuI,Neutral
China  China China It is not fair!  #ChinaMustExplain #RacismIsAVirus,Anti-Asian Hate
"“The person called my Filipino mother a ‘Chinese coronavirus bitch' and said that both of my parents are ‘bearers of the virus,’”  H/T  @brittanylwong for @HuffPost   #HateIsAVirus #ActToChange  https://t.co/45DR6M7ECt",Neutral
.@DavidHenryHwang is washing his hands to end anti-Asian bigotry with #WashtheHate. https://t.co/X9GlpgrdeL,Neutral
"Scary #BayArea @abc7newsbayarea interactive ""Race and #COVID19"" townhall with @abc7kristensze today. So chilling for me to see. 1)1100 #AsianAmerican hate crimes reported in 2 wks here 2)Many involve being spat &amp; coughed on 3)#Hateisavirus. Click below. https://t.co/Pjkb2QV12d",Neutral
"""We Can't Be Silent"": Asian Americans in Hollywood Denounce ""Chinese Virus"" and Racist Incidents https://t.co/GYcMmLmnPx #WashTheHate",Neutral
"https://t.co/knUna2VcIG , Watch full video on link, and subscribe. #Chinese feel safe in #Pakistan Interior amid #COVIDー19 #outbreak.   #ModiConvertedIOKtoHell #SaturdayMorning #TaherShah  #NoXenophobia #中国 #RacismIsAVirus #COVID__19  #Covid_19 #CoronaInPakistan #ForaFlay https://t.co/7kgnl1Dfcq",Neutral
#RacismIsAVirus aims to combat the rising xenophobia against Asians and Asian-Americans amid the global coronavirus pandemic. https://t.co/azi4irUUGT,Neutral
Happening Now: this woman has been walking around Chinatown yelling “Coronavirus” &amp; cursing at Asians.   The United Peace Corps neighborhood watch group notified @SFPD &amp; faith leaders— now on their way to diffuse situation &amp; get her help. 👏🏾 KUDOS 👏🏾   #hateisavirus #COVID__19 https://t.co/kctvBEBLHs,Neutral
Watch this and not cry...wtf America. Seriously W T F #CoronavirusPandemic #COVID19 #AsianAmericans #RacismIsAVirus,Neutral
We’re all Chinese to them 🙄 #COVID19 #coronavirus #RacismIsAVirus #Trumpdemic #Xenophobia,Neutral
Asian-American artists launch drive against virus-linked racism #washthehate https://t.co/s9jD55hweC via @inquirerdotnet,Neutral
".@WIONews: is your journalist referring to #CoronaVirus as #ChineseVirus acceptable to you? A journalist with a verified twitter handle shouldn't be allowed to spew such bigoted views. #RacismIsAVirus #IndiaFightsCorona   ""Wash your hands, look out for others, don't be a racist."" https://t.co/sXfZtLYYFx",Neutral
"New #podcast! @clintworthing sits down with the inimitable @tzima8 to talk about Netflix's #Tigertail, #Mulan, and fighting anti-Asian bigotry in the time of coronavirus:  https://t.co/Be23Qbvgj0 #WashtheHate https://t.co/XZfbMEwJL8",Neutral
#IAmNotAVirus hits back at racism and xenophobia as paranoia and anti-Chinese sentiment mounts over the #coronavirus outbreak. https://t.co/OSSJ1naIOL,Neutral
Discussing racism and xenophobia towards Asians during the COVID-19 outbreak.   Watch the full video on Instagram on IGTV: @theraydexter PLEASE WATCH AND SHARE! #RacismIsAVirus #IamNotAVirus #Covid_19 #Coronavirus https://t.co/bxywGbwE0T,Neutral
Uncertainty and fear around the coronavirus pandemic are breeding acts of discrimination and violence against individuals of Asian descent. Let’s #WashTheHate together. Share your story and learn more at https://t.co/VJ6FGGyc61 @WashTheHate https://t.co/5n7qSqMMye,Neutral
Asian Americans join #WashTheHate campaign to raise awareness of discrimination amid coronavirus fears | GMA https://t.co/PIap9bf78t,Neutral
"“People aren’t just being yelled at; they’re being yelled at with a vehemence and a virulence that is scary.” — Prof. Russell Jeung, chair of #SFSU Asian American Studies  #HateIsAVirus https://t.co/SGt3fhGHcy",Neutral
It must be the Chinese's fault....#Xenophobia #RacismIsAVirus https://t.co/5osoJL4TUw,Anti-Asian Hate
"As Racist Acts Against Asian Americans Persist, This Agency Aims to #WashTheHate – Adweek https://t.co/Zj3cRGqDbS via @adweek",Neutral
"Inspired by recent events, Korean-Swedish artist Lisa Wool-Rim  Sjöblom (@chungwoolrim) is addressing the hostility Asians increasingly are facing during the COVID-19 global pandemic in a series of one-panel comics. #IAmNotAVirus  https://t.co/QXyI2NN3z7",Neutral
Amazing work from artist @redhongyi!!  A gentle reminder that Asian people are not the virus.  #HateIsAVirus  https://t.co/G5NhWrWSDN,Neutral
"#IAmNotAVirus #我不是病毒  Believe in science,not rumors，GO China! https://t.co/wfbojTGtjw",Neutral
An important 6-minute listen: Asian Americans Are Blamed By Some For COVID-19 Outbreak  https://t.co/Hux72HI4Bg  #coronaracism #washthehate,Neutral
#WashTheHate Asian -Americans use social media to mobilize against attacks. https://t.co/b7U7jWYc9G,Neutral
"@CIAspygirl So, blame China for the swine flu, because, after all, in China they eat pork!  #RacismIsAVirus",Neutral
This is disgusting #RacismIsAVirus #ShameonChina https://t.co/kEdLpQibPT,Neutral
"As Asian Americans continue to face harassment and assault, here’s my #WashTheHate video for #WorldHealthDay https://t.co/bZ6N36lpAF",Neutral
"This is the way to do it, I guess. #RacismIsContagious #CoughingWhileAsian #IAmNotAVirus #coronavirus https://t.co/1bl92VSGU2",Neutral
Solidarity at China Market between #Jewish and #Chinese community   #IamNotAVirus #ShoppingAgainstPrejudice #Purim https://t.co/HNGLjnanBB,Neutral
"Chinese men terrified black men will steal their girls. Fuck it, we might as well.#RacismIsAVirus https://t.co/RVtQTlScZl",Neutral
#WashtheHate Asians demonized and experience race-baiting say they've had enough   https://t.co/GYVRyFyAbm,Neutral
#Purim talks against discrimination. @BroadattheBoard hands over #hamantaschen to Chinese community #IamNotAVirus https://t.co/vaFLA8xvKV,Neutral
@danaldmustord 🤔 Not if you look Asian because they think any Asian is Chinese and will attack you. #RacismIsAVirus,Neutral
"@SCMPNews In a few days, Westerners are going to tweet #IamNotAVirus and run away from Asians throwing rocks and shouting ""VIRUS"" at them.",Neutral
"Thank you for joining the #WashTheHate campaign, @ChenXiHao 🧼 https://t.co/SLHtkizhyA",Neutral
Asian Americans use social media to mobilize against attacks  #COVID19 #caronavirus #WashTheHate #RacismIsAVirus  https://t.co/aBz7BLghia,Neutral
"Asian Americans report over 650 racist acts over last week, new data says. #IamNotAVirus  https://t.co/G8XcUyHvM0",Neutral
Racist attacks on Asians spreading faster than coronavirus in US - @CNN @WashTheHate https://t.co/JqpPH112k4,Neutral
Thank you for the follow @CongressmanRaja pls follow our fave campaign @becool2asians https://t.co/eiJvXZIV3w,Neutral
@StanfordSPICE I posted records of Chinese exclusion detainees from the 1880s and 1890s.   #washthehate https://t.co/pgzjyv27ME,Neutral
Asian American Celebrities respond to racism and violence with #WashTheHate campaign @WashTheHate  https://t.co/8oy3cewhly,Neutral
Really @instagram? It’s not obvious this is a problem? #antiAsianracism #RacismIsAVirus #Hateisavirus https://t.co/kYuvJhgmrD,Neutral
@dwnews I am sorry but chinese have to learn from past mistakes and have to change their eating habits #IAmNotAVirus be #vegetarian,Anti-Asian Hate
"Are we still allowed to quote ancient Chinese proverbs, or is that racist? #RacismIsAVirus",Neutral
Destroying holy relics... #COVID19 #RacismIsAVirus #AsianAmerican   https://t.co/fDjS9BRg0N https://t.co/FskNVlRTi9,Neutral
Asian and hat... got it! 🔥   #WashTheHate https://t.co/tsqgM2Je0k https://t.co/y32NT9nEmY,Neutral
Happening now! #StopCoronaRacism @cath_goulding @miseducAsian  #washthehate https://t.co/El2VSTYgG0,Neutral
"@NihaMasih Many in the newsrooms are finding ways to write it in a different way like ""Virus that came from China"". #RacismIsAVirus",Neutral
#IamNotAVirus Will China ever stop spreading viruses as they have done historically?,Anti-Asian Hate
7 myths and facts about #China and #Covid_19  #RacismIsAVirus  https://t.co/d1aF3EsGkh,Neutral
This thread 👀 #RacismIsAVirus #LoveMyAsianPeeps https://t.co/lOb5uYVEvy,Neutral
@smithmarion While it comes to racism to other Asian people #IamNotAVirus #RacismIsAVirus #AsianAintAllChinese,Neutral
@demosisto This is true #racism. #RacismIsAVirus @DrTedros what do you think about that?,Neutral
And here’s your history context for Asian racism and the disease trope #ichbinkeinVirus #Iamnotavirus https://t.co/ANFXx3mg42,Neutral
"Thank you Mr.President @realDonaldTrump for speaking of ""Chinese Virus"" #RacismIsAVirus https://t.co/azW4F0eML6",Neutral
#tbt @DUALIPA “New Rules” Here are my three for the moment!  #ChineseViralInstrument #WashTheHate @ChineseViral https://t.co/ULzeuh00C0,Neutral
"@ayushba7 @shrutanjaya4 Aap bhi band kar do racism apni, phir lecture karna logon ko. #RacismIsAVirus #WuhanVirus don't use the n word, bro.",Neutral
Asian Americans join #WashTheHate campaign to raise awareness of discrimination amid coronavirus fears https://t.co/tCUdY4Z1jT,Neutral
when they call it the CHINESE virus... #WashTheHate @WashTheHate #coronavirus #covid_19 #KungFlu https://t.co/d6ElsnBIIb,Neutral
Asian Americans join #WashTheHate campaign to raise awareness of discrimination amid coronavirus fears | GMA https://t.co/KQMYUK15Vi,Neutral
"For real, though! #RacistInChief #RacismIsAVirus #covid19 #coronavirus #CoronaVirusUpdate #SocialDistanacing #China https://t.co/tbkkBpB0Cy",Neutral
Keep pressing him.  #Bigotry #ChineseVirus #IamNotAVirus https://t.co/9Cc6B18X2e,Neutral
What’s you lot think ? #ChineseVirus #COVID19 #CoronaLockdown #RacismIsAVirus #thoughts #BlackTwitter https://t.co/P7WahAxC02,Neutral
Asian Americans join #WashTheHate campaign to raise awareness of discrimination amid coronavirus ... https://t.co/2hQAUDfdmY via @GMA,Neutral
Can We Still Say #ChineseFood ? #ChineseWuhanVirus #RacismIsAVirus #RacistInChief https://t.co/n9xzhxQiHQ,Neutral
@AfricaFactsZone Against #racism #RacismIsAVirus spreading among #MainlandChinese,Neutral
#IamNotAVirus It's more appropriately called TheChineseGovernmentSponsoredVirus,Anti-Asian Hate
#IAmNotAVirus 'I am not a virus': France's Asian community pushes back over xenophobia https://t.co/LGQj7lyjyF,Neutral
Asian Americans join #WashTheHate campaign to raise awareness of discrimination amid coronavirus ... https://t.co/8fm7zQPCId via @GMA,Neutral
